,organization_element,education_element,radiologist_id
9806,University of Tennessee Graduate School of Medicine,"Residency, University of Tennessee Medical Center at Knoxville",/doctors/william-snyder-357213
9807,Tulane University School of Medicine,"Internship, Tulane University",/doctors/william-snyder-357213
9812,Naval Medical Center (San Diego),"Residency, Naval Medical Center (San Diego)",/doctors/william-johnson-543415
9813,Texas Tech University HSC El Paso,"Internship, Texas Tech University HSC El Paso",/doctors/william-johnson-543415
9815,University of California (San Diego) Medical Center,"Residency, University of California (San Diego) Medical Center",/doctors/michael-huk-42189
9816,Arrowhead Regional Medical Center,"Internship, Arrowhead Regional Medical Center",/doctors/michael-huk-42189
9817,University of California (San Diego) Medical Center,"Residency, University of California (San Diego) Medical Center",/doctors/michael-huk-42189
9818,Arrowhead Regional Medical Center,"Internship, Arrowhead Regional Medical Center",/doctors/michael-huk-42189
9819,Stanford Health Care,"Fellowship, Stanford Health Care-Sponsored Stanford University",/doctors/glenn-tsukada-354645
9820,Stanford Health Care,"Residency, Stanford Health Care-Sponsored Stanford University",/doctors/glenn-tsukada-354645
9821,Legacy Health,"Internship, Legacy Emanuel Hospital and Health Center",/doctors/glenn-tsukada-354645
9822,Oregon Health  Science University Hospital,"Fellowship, Oregon Health & Science University",/doctors/richard-saxon-27154
9823,University of California (San Francisco) School of Medicine,"Residency, University of California (San Francisco)",/doctors/richard-saxon-27154
9824,University of Hawaii John A Burns School of Medicine,"Internship, University of Hawaii",/doctors/richard-saxon-27154
9827,Naval Medical Center (San Diego),"Residency, Naval Medical Center (San Diego)",/doctors/barry-campbell-540622
9828,National Capital Consortium,"Internship, National Capital Consortium",/doctors/barry-campbell-540622
9832,Naval Medical Center (San Diego),"Residency, Naval Medical Center (San Diego)",/doctors/barry-campbell-540622
9833,National Capital Consortium,"Internship, National Capital Consortium",/doctors/barry-campbell-540622
9837,University of Texas Medical Branch Hospitals,"Residency, University of Texas Medical Branch Hospitals",/doctors/james-warden-84079
9838,University of Texas Health Science Center at Houston,"Internship, University of Texas Health Science Center at Houston",/doctors/james-warden-84079
9839,Mount Auburn Hospital,"Residency, Mount Auburn Hospital",/doctors/kiran-patel-681773
9840,West Suburban Medical Center,"Internship, West Suburban Medical Center",/doctors/kiran-patel-681773
9844,University of California (San Francisco) School of Medicine,"Fellowship, University of California (San Francisco)",/doctors/donald-ponec-27153
9845,University of California (San Francisco) School of Medicine,"Residency, University of California (San Francisco)",/doctors/donald-ponec-27153
9846,University of Southern California/LACUSC Medical Center,"Internship, University of Southern California/LACUSC Medical Center",/doctors/donald-ponec-27153
9848,University of California (San Francisco) School of Medicine,"Fellowship, University of California (San Francisco)",/doctors/donald-ponec-27153
9849,University of California (San Francisco) School of Medicine,"Residency, University of California (San Francisco)",/doctors/donald-ponec-27153
9850,University of Southern California/LACUSC Medical Center,"Internship, University of Southern California/LACUSC Medical Center",/doctors/donald-ponec-27153
9852,Naval Medical Center (San Diego),"Residency, Naval Medical Center (San Diego)",/doctors/jeffrey-miller-97477
9853,Naval Medical Center (San Diego),"Internship, Naval Medical Center (San Diego)",/doctors/jeffrey-miller-97477
9863,Massachusetts General Hospital,"Fellowship, Massachusetts General Hospital/Harvard Medical School",/doctors/thomas-osborne-323296
9864,Mount Auburn Hospital,"Residency, Mount Auburn Hospital",/doctors/thomas-osborne-323296
9865,St Mary Medical Center,"Internship, St Mary Medical Center",/doctors/thomas-osborne-323296
9884,SUNY Downstate Health Sciences University,"Residency, SUNY Downstate Health Sciences University",/doctors/louis-schwartz-1002606
9885,One Brooklyn Health System,"Internship, One Brooklyn Health System/Interfaith Medical Center",/doctors/louis-schwartz-1002606
9888,Tufts Medical Center,"Residency, Tufts Medical Center",/doctors/jakub-reczek-377583
9889,UMass Chan - Baystate,"Internship, UMass Chan",/doctors/jakub-reczek-377583
9890,Massachusetts General Hospital,"Residency, Massachusetts General Hospital/Harvard Medical School",/doctors/james-guanci-324266
9891,University of Washington School of Medicine,"Residency, University of Washington",/doctors/james-guanci-324266
9892,Massachusetts General Hospital,"Residency, Massachusetts General Hospital/Harvard Medical School",/doctors/philip-steeves-323682
9893,Massachusetts General Hospital,"Residency, Massachusetts General Hospital/Harvard Medical School",/doctors/philip-steeves-323682
9894,Rush University Medical Center,"Internship, Rush University Medical Center",/doctors/philip-steeves-323682
9895,Massachusetts General Hospital,"Residency, Massachusetts General Hospital/Harvard Medical School",/doctors/philip-steeves-323682
9896,Massachusetts General Hospital,"Residency, Massachusetts General Hospital/Harvard Medical School",/doctors/philip-steeves-323682
9897,Rush University Medical Center,"Internship, Rush University Medical Center",/doctors/philip-steeves-323682
9898,Yale-New Haven Hospital,"Residency, Yale-New Haven Medical Center",/doctors/marla-rosenfield-darling-455189
9899,Cambridge Health Alliance,"Internship, Cambridge Health Alliance",/doctors/marla-rosenfield-darling-455189
9902,Boston University Medical Center,"Residency, Boston University Medical Center",/doctors/andrew-singer-382315
9903,Steward Carney Hospital Inc.,"Internship, Steward Carney Hospital",/doctors/andrew-singer-382315
9905,Brigham and Womens Hospital,"Residency, Brigham and Women's Hospital/Harvard Medical School",/doctors/robert-fortunato-323459
9906,Brigham and Womens Hospital,"Internship, Brigham and Womens Hospital",/doctors/robert-fortunato-323459
9907,Brigham and Womens Hospital,"Residency, Brigham and Women's Hospital/Harvard Medical School",/doctors/robert-fortunato-323459
9908,Brigham and Womens Hospital,"Internship, Brigham and Womens Hospital",/doctors/robert-fortunato-323459
9909,Brigham and Womens Hospital,"Residency, Brigham and Women's Hospital/Harvard Medical School",/doctors/ann-rolfs-372990
9910,University of Minnesota Medical School,"Residency, University of Minnesota",/doctors/ann-rolfs-372990
9911,Hennepin Healthcare,"Internship, Hennepin Healthcare",/doctors/ann-rolfs-372990
9913,Beth Israel Deaconess Medical Center,"Residency, Beth Israel Deaconess Medical Center",/doctors/haldon-bryer-373030
9914,Albert Einstein Healthcare Network,"Residency, Albert Einstein Healthcare Network",/doctors/haldon-bryer-373030
9915,Beth Israel Deaconess Medical Center,"Residency, Beth Israel Deaconess Medical Center",/doctors/haldon-bryer-373030
9916,Albert Einstein Healthcare Network,"Residency, Albert Einstein Healthcare Network",/doctors/haldon-bryer-373030
9917,Boston University Medical Center,"Fellowship, Boston University Medical Center",/doctors/steven-greenberg-325818
9918,Boston University Medical Center,"Residency, Boston University Medical Center",/doctors/steven-greenberg-325818
9919,Brown University/Rhode Island Hospital-Lifespan,"Internship, Brown University",/doctors/steven-greenberg-325818
9920,Mount Auburn Hospital,"Residency, Radiology",/doctors/anna-shifrin-833579
9921,St Vincent Hospital,"Internship, Internal Medicine",/doctors/anna-shifrin-833579
9922,Washington University in St. Louis School of Medicine,"Residency, Washington University/B-JH/SLCH Consortium",/doctors/brian-lawner-372961
9923,Massachusetts General Hospital,"Fellowship, Massachusetts General Hospital",/doctors/brian-lawner-372961
9924,Washington University in St. Louis School of Medicine,"Residency, Washington University/B-JH/SLCH Consortium",/doctors/brian-lawner-372961
9925,Washington University in St. Louis School of Medicine,"Internship, Washington University/B-JH/SLCH Consortium",/doctors/brian-lawner-372961
9926,Washington University in St. Louis School of Medicine,"Residency, Washington University/B-JH/SLCH Consortium",/doctors/brian-lawner-372961
9927,Massachusetts General Hospital,"Fellowship, Massachusetts General Hospital",/doctors/brian-lawner-372961
9928,Washington University in St. Louis School of Medicine,"Residency, Washington University/B-JH/SLCH Consortium",/doctors/brian-lawner-372961
9929,Washington University in St. Louis School of Medicine,"Internship, Washington University/B-JH/SLCH Consortium",/doctors/brian-lawner-372961
9930,Tufts Medical Center,"Residency, Tufts Medical Center",/doctors/shilpa-pandey-675756
9931,Texas Tech University HSC El Paso,"Residency, Texas Tech University HSC El Paso",/doctors/shilpa-pandey-675756
9932,MetroWest Medical Center-Framingham Union Hospital,"Internship, MetroWest Medical Center",/doctors/shilpa-pandey-675756
9935,Massachusetts General Hospital,"Fellowship, Neuroradiology",/doctors/khalid-i-a-hassan-898761
9936,Boston University Medical Center,"Chief Residency, Radiology",/doctors/khalid-i-a-hassan-898761
9937,Boston University Medical Center,"Residency, Radiology",/doctors/khalid-i-a-hassan-898761
9938,Yale-New Haven Hospital,"Internship, Transitional Year",/doctors/khalid-i-a-hassan-898761
9939,Columbia University Vagelos College of Physicians and Surgeons,Medical School,/doctors/khalid-i-a-hassan-898761
9940,Brigham and Womens Hospital,"Fellowship, Brigham and Women's Hospital/Beth Israel Deaconess Medical Center/Harvard Medical School",/doctors/delphine-lui-372983
9941,Memorial Sloan Kettering Cancer Center,"Fellowship, Memorial Sloan Kettering Cancer Center",/doctors/delphine-lui-372983
9942,Boston University Medical Center,"Residency, Boston University Medical Center",/doctors/delphine-lui-372983
9943,Beth Israel Deaconess Medical Center,"Internship, Beth Israel Deaconess Medical Center",/doctors/delphine-lui-372983
9944,State University of New York Downstate Medical Center College of Medicine,Medical School,/doctors/delphine-lui-372983
9945,Brigham and Womens Hospital,"Fellowship, Brigham and Women's Hospital/Beth Israel Deaconess Medical Center/Harvard Medical School",/doctors/delphine-lui-372983
9946,Memorial Sloan Kettering Cancer Center,"Fellowship, Memorial Sloan Kettering Cancer Center",/doctors/delphine-lui-372983
9947,Boston University Medical Center,"Residency, Boston University Medical Center",/doctors/delphine-lui-372983
9948,Beth Israel Deaconess Medical Center,"Internship, Beth Israel Deaconess Medical Center",/doctors/delphine-lui-372983
9949,State University of New York Downstate Medical Center College of Medicine,Medical School,/doctors/delphine-lui-372983
9950,Boston University Medical Center,"Residency, Boston University Medical Center",/doctors/john-dubrow-326204
9951,MetroWest Medical Center-Framingham Union Hospital,"Internship, MetroWest Medical Center",/doctors/john-dubrow-326204
9953,Duke University Hospital,"Fellowship, Musculoskeletal Imaging",/doctors/benjamin-swan-739459
9954,Mount Auburn Hospital,"Residency, Radiology",/doctors/benjamin-swan-739459
9955,Ascension St John Hospital,"Internship, Transitional Year",/doctors/benjamin-swan-739459
9959,Beth Israel Deaconess Medical Center,"Residency, Beth Israel Deaconess Medical Center",/doctors/susanna-lee-603751
9960,Massachusetts General Hospital,"Residency, Massachusetts General Hospital/Harvard Medical School",/doctors/susanna-lee-603751
9961,Beth Israel Deaconess Medical Center,"Residency, Beth Israel Deaconess Medical Center",/doctors/susanna-lee-603751
9962,MetroWest Medical Center-Framingham Union Hospital,"Internship, MetroWest Medical Center",/doctors/susanna-lee-603751
